class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Stance,0.5173907279968262,0.17074325680732727,-0.22366920113563538,0.9999918937683105,0.5189124941825867,0.15268045663833618,-0.1960817575454712,0.9999895095825195,0.5208700299263,0.15313783288002014,-0.1961047202348709,0.999984860420227,0.5228049159049988,0.15385422110557556,-0.19610527157783508,0.9999839067459106,0.5107513666152954,0.15009525418281555,-0.2258378565311432,0.9999901056289673,0.5066145062446594,0.1488339900970459,-0.22583964467048645,0.9999892711639404,0.5019649863243103,0.14794835448265076,-0.2258569747209549,0.9999873638153076,0.5179045796394348,0.1611621081829071,-0.032453857362270355,0.9999686479568481,0.4868391156196594,0.15488454699516296,-0.1677459478378296,0.9999918937683105,0.5191836953163147,0.1881098747253418,-0.15986685454845428,0.999984622001648,0.5087091326713562,0.18486925959587097,-0.19945590198040009,0.9999877214431763,0.5341535210609436,0.26008832454681396,0.10235206037759781,0.9995219707489014,0.4459074139595032,0.24731622636318207,-0.20149123668670654,0.9999148845672607,0.5835017561912537,0.342629075050354,-0.017023680731654167,0.9102756381034851,0.477031409740448,0.33120277523994446,-0.3498179614543915,0.9852458834648132,0.5580596923828125,0.22992703318595886,-0.2500920295715332,0.9355972409248352,0.5037952661514282,0.219010591506958,-0.38064950704574585,0.9806609153747559,0.5505679845809937,0.2071552574634552,-0.29217788577079773,0.8639928698539734,0.5008329749107361,0.19068016111850739,-0.4117768406867981,0.9604722261428833,0.5444796085357666,0.20329412817955017,-0.26726430654525757,0.8562875986099243,0.4962744116783142,0.18808208405971527,-0.4155573844909668,0.9558382034301758,0.5430981516838074,0.21139730513095856,-0.2490849792957306,0.8338662981987,0.4977157711982727,0.1967281699180603,-0.38193145394325256,0.9343193769454956,0.5253323316574097,0.5230264067649841,0.09564259648323059,0.9997777342796326,0.46667933464050293,0.5260578989982605,-0.09576842188835144,0.9999011754989624,0.5586493015289307,0.6758517026901245,0.205950528383255,0.9832619428634644,0.4547000825405121,0.7035219073295593,-0.07571258395910263,0.9975531697273254,0.5508741736412048,0.8264062404632568,0.41800060868263245,0.9885729551315308,0.43624553084373474,0.8706621527671814,0.04312523826956749,0.996820330619812,0.5365124940872192,0.8530828952789307,0.43283042311668396,0.9714259505271912,0.42344021797180176,0.8931955695152283,0.04654847830533981,0.9294930696487427,0.6076693534851074,0.8654173016548157,0.3292350471019745,0.9883850812911987,0.47065529227256775,0.9247420430183411,-0.1110290139913559,0.9933536052703857
Stance,0.5179688334465027,0.17198845744132996,-0.21900412440299988,0.9999910593032837,0.5189071893692017,0.15362580120563507,-0.1912778615951538,0.9999884366989136,0.5207358002662659,0.15396246314048767,-0.19128665328025818,0.9999833703041077,0.5224129557609558,0.15458573400974274,-0.19127686321735382,0.9999824166297913,0.5108380913734436,0.15127868950366974,-0.22275564074516296,0.9999890327453613,0.5067850947380066,0.14999070763587952,-0.22275860607624054,0.9999880790710449,0.5023066401481628,0.14898857474327087,-0.2227793037891388,0.9999861717224121,0.5164242386817932,0.16122479736804962,-0.02706236205995083,0.9999632835388184,0.48774105310440063,0.1549450308084488,-0.16794857382774353,0.9999910593032837,0.519194483757019,0.18825937807559967,-0.15487995743751526,0.9999826550483704,0.5090927481651306,0.18505994975566864,-0.19672584533691406,0.9999864101409912,0.5333837270736694,0.26001420617103577,0.11542210727930069,0.9995251893997192,0.4461979866027832,0.24412626028060913,-0.20844809710979462,0.9999135136604309,0.5832880735397339,0.342178612947464,0.009095851331949234,0.9081599712371826,0.4760073125362396,0.32493746280670166,-0.330919086933136,0.9854078888893127,0.5591813325881958,0.23136545717716217,-0.22468748688697815,0.9348506331443787,0.5016812086105347,0.21434049308300018,-0.2838950753211975,0.9800329804420471,0.5518626570701599,0.20782677829265594,-0.26618704199790955,0.8627091646194458,0.5002005100250244,0.18760813772678375,-0.3053973317146301,0.9590837359428406,0.5464958548545837,0.2039923518896103,-0.24245484173297882,0.8552085757255554,0.49555811285972595,0.18615217506885529,-0.31096866726875305,0.9544155597686768,0.5453633069992065,0.2118692249059677,-0.22449389100074768,0.8325340747833252,0.49676841497421265,0.1949862539768219,-0.2833474278450012,0.9327666163444519,0.5248929858207703,0.5252403616905212,0.10160597413778305,0.9997751712799072,0.4666818678379059,0.5285981297492981,-0.10172673314809799,0.9998987317085266,0.5569546222686768,0.6750699877738953,0.22535641491413116,0.982475996017456,0.454594224691391,0.7032169103622437,-0.07564546912908554,0.9975342750549316,0.550820529460907,0.8264065980911255,0.4225204586982727,0.9885997772216797,0.43586477637290955,0.8703149557113647,0.04893819987773895,0.9968251585960388,0.5364583730697632,0.8533051609992981,0.43602266907691956,0.9715412855148315,0.4228726923465729,0.8934212327003479,0.05376598238945007,0.9304584264755249,0.6076733469963074,0.8654200434684753,0.33499473333358765,0.9884516000747681,0.4707057476043701,0.9247813820838928,-0.09738966077566147,0.9934417009353638
Stance,0.5183124542236328,0.17253708839416504,-0.21614551544189453,0.9999902248382568,0.5188934803009033,0.15410369634628296,-0.18844899535179138,0.9999874234199524,0.5206367373466492,0.15445305407047272,-0.18845060467720032,0.9999818801879883,0.5221927165985107,0.15511445701122284,-0.18843820691108704,0.9999809861183167,0.510848343372345,0.15176154673099518,-0.22023841738700867,0.9999879598617554,0.5068221688270569,0.15046341717243195,-0.22024090588092804,0.9999868869781494,0.5024229288101196,0.14942646026611328,-0.2202635109424591,0.9999849796295166,0.5156384706497192,0.1614094078540802,-0.02530394122004509,0.9999585151672363,0.4882250726222992,0.15500998497009277,-0.1679476946592331,0.9999902248382568,0.5192415118217468,0.188406303524971,-0.15253125131130219,0.9999809861183167,0.5093096494674683,0.18517698347568512,-0.19480809569358826,0.9999852776527405,0.5325726866722107,0.26001521944999695,0.11716477572917938,0.999529242515564,0.44639644026756287,0.24259015917778015,-0.2102930098772049,0.9999120235443115,0.582959771156311,0.3420579135417938,0.013262403197586536,0.907241702079773,0.4755781590938568,0.32112917304039,-0.3267778754234314,0.9856160283088684,0.5601898431777954,0.23328739404678345,-0.2179119884967804,0.9353051781654358,0.5011536478996277,0.21242830157279968,-0.2815077006816864,0.9796735048294067,0.5537841320037842,0.20855920016765594,-0.2592087388038635,0.8633344173431396,0.5002012252807617,0.18533405661582947,-0.30340591073036194,0.9581691026687622,0.5486302971839905,0.20475038886070251,-0.2363133728504181,0.8559690117835999,0.4955090582370758,0.18409225344657898,-0.30884742736816406,0.9534633755683899,0.546981930732727,0.21267755329608917,-0.21798968315124512,0.833276093006134,0.49658164381980896,0.19308967888355255,-0.28113776445388794,0.9318138360977173,0.5244809985160828,0.5266671776771545,0.10282830893993378,0.9997720718383789,0.4666549563407898,0.5300037860870361,-0.10294757038354874,0.9998958706855774,0.5557175874710083,0.6746047139167786,0.22704224288463593,0.9818601012229919,0.4545326828956604,0.7030853033065796,-0.07306955754756927,0.9974945783615112,0.5507051944732666,0.8264068961143494,0.4226745069026947,0.9886060953140259,0.43569740653038025,0.8694062829017639,0.05745314806699753,0.9967736005783081,0.5363762378692627,0.8533164262771606,0.43600907921791077,0.9715654253959656,0.4227229058742523,0.8933295011520386,0.06293139606714249,0.9311434626579285,0.6076085567474365,0.8654237985610962,0.33519652485847473,0.9884461164474487,0.4707821011543274,0.9246899485588074,-0.0860988050699234,0.9934330582618713
Stance,0.5192506313323975,0.17509768903255463,-0.2148064374923706,0.9999900460243225,0.5192996263504028,0.15658098459243774,-0.18747517466545105,0.9999871850013733,0.5209108591079712,0.15696297585964203,-0.18747398257255554,0.9999815225601196,0.5223767161369324,0.15771450102329254,-0.18745967745780945,0.9999806880950928,0.5113317966461182,0.1542287915945053,-0.21958115696907043,0.9999877214431763,0.5073360204696655,0.15289206802845,-0.21958358585834503,0.9999865293502808,0.5030701756477356,0.15178270637989044,-0.21960262954235077,0.9999847412109375,0.5156572461128235,0.16381625831127167,-0.024954888969659805,0.9999567270278931,0.4886721670627594,0.15634703636169434,-0.1697283685207367,0.9999901056289673,0.5198053121566772,0.1902730017900467,-0.15135765075683594,0.9999805688858032,0.510093092918396,0.18722489476203918,-0.19424240291118622,0.9999850988388062,0.5317589044570923,0.26046812534332275,0.11766916513442993,0.9995462894439697,0.44665250182151794,0.242178276181221,-0.21225543320178986,0.9999126195907593,0.5829603672027588,0.3419894874095917,0.023269332945346832,0.9070861339569092,0.4735051691532135,0.3185756504535675,-0.3200379014015198,0.9856203198432922,0.5615445375442505,0.23419757187366486,-0.20232026278972626,0.9363590478897095,0.49753671884536743,0.21165265142917633,-0.2600327134132385,0.9787300825119019,0.5553682446479797,0.2088586539030075,-0.2426491677761078,0.8652194142341614,0.4987197518348694,0.18476392328739166,-0.27965691685676575,0.9563577175140381,0.5502936244010925,0.20528505742549896,-0.22127015888690948,0.8580607771873474,0.4928103983402252,0.1835520714521408,-0.2857514023780823,0.951579749584198,0.5485332012176514,0.21300363540649414,-0.20277786254882812,0.8355261087417603,0.49479085206985474,0.19299811124801636,-0.2594413161277771,0.9298532009124756,0.5240685343742371,0.5290364027023315,0.10387785732746124,0.9997752904891968,0.4666631817817688,0.5322830080986023,-0.10398703813552856,0.9998958110809326,0.5554193258285522,0.6745230555534363,0.23217184841632843,0.9817723631858826,0.4545515179634094,0.70365971326828,-0.06901979446411133,0.9974997639656067,0.5507203936576843,0.8263930082321167,0.42550474405288696,0.9888601303100586,0.435444176197052,0.8692728877067566,0.064410001039505,0.9967985153198242,0.5364307165145874,0.8533170223236084,0.4384840428829193,0.9720916748046875,0.42236223816871643,0.8933907747268677,0.07031534612178802,0.9328178763389587,0.6075772047042847,0.8654355406761169,0.3397035002708435,0.9886611104011536,0.4709390699863434,0.9249465465545654,-0.07667700946331024,0.993530809879303
Stance,0.5196481943130493,0.17527642846107483,-0.21576030552387238,0.9999896883964539,0.5193116068840027,0.15664036571979523,-0.18879394233226776,0.9999868273735046,0.5209096074104309,0.1569955199956894,-0.1887848675251007,0.9999809265136719,0.5223599672317505,0.15772216022014618,-0.18876329064369202,0.999980092048645,0.5113805532455444,0.15441100299358368,-0.22158043086528778,0.9999873042106628,0.5074086785316467,0.15312226116657257,-0.2215884029865265,0.9999860525131226,0.5031992197036743,0.1520455777645111,-0.22161193192005157,0.9999843239784241,0.5154678821563721,0.16383548080921173,-0.026009852066636086,0.9999539256095886,0.488943487405777,0.15653781592845917,-0.17434974014759064,0.9999898076057434,0.5201895833015442,0.19037751853466034,-0.15200112760066986,0.9999797344207764,0.5105593800544739,0.18737731873989105,-0.195806622505188,0.9999846816062927,0.5317167043685913,0.2603476047515869,0.117437444627285,0.999556303024292,0.44743433594703674,0.24168363213539124,-0.21459412574768066,0.9999121427536011,0.5829554200172424,0.3419085443019867,0.023300975561141968,0.9058769345283508,0.4746047854423523,0.30978772044181824,-0.31030407547950745,0.985363781452179,0.5617334246635437,0.2343631535768509,-0.2052845060825348,0.9367482662200928,0.4956132471561432,0.2117493748664856,-0.23928065598011017,0.9775410890579224,0.5554217100143433,0.2089897096157074,-0.24618105590343475,0.8659341335296631,0.4977041184902191,0.18457414209842682,-0.2574256360530853,0.9541501998901367,0.5503747463226318,0.20546665787696838,-0.22476062178611755,0.8589655160903931,0.49140018224716187,0.1833660900592804,-0.26433512568473816,0.9492572546005249,0.5486406683921814,0.21312318742275238,-0.20588898658752441,0.8364399075508118,0.49363797903060913,0.19302228093147278,-0.23860284686088562,0.9272682070732117,0.5240756869316101,0.5299121737480164,0.10474983602762222,0.9997765421867371,0.46696314215660095,0.533126711845398,-0.10485364496707916,0.9998947381973267,0.5551279187202454,0.6745175719261169,0.23615488409996033,0.9814952611923218,0.45454153418540955,0.7040199041366577,-0.06589702516794205,0.9974855780601501,0.5502748489379883,0.8263884782791138,0.43305182456970215,0.9890547394752502,0.43522563576698303,0.8687217235565186,0.07196740061044693,0.996807336807251,0.5362136960029602,0.8533259034156799,0.44626450538635254,0.9725372791290283,0.4218623638153076,0.8933513760566711,0.07826249301433563,0.9342588186264038,0.6072810292243958,0.8654424548149109,0.34758299589157104,0.9888484477996826,0.4709556996822357,0.925030529499054,-0.06889045983552933,0.9936133623123169
Stance,0.5197628140449524,0.17521722614765167,-0.2161695510149002,0.9999892115592957,0.5192972421646118,0.15659113228321075,-0.18912091851234436,0.9999862313270569,0.5208426713943481,0.15694715082645416,-0.18911512196063995,0.999980092048645,0.5222300291061401,0.15767155587673187,-0.18909581005573273,0.9999791979789734,0.5113891363143921,0.15435965359210968,-0.22162695229053497,0.9999867677688599,0.5074360966682434,0.15307389199733734,-0.22163443267345428,0.9999854564666748,0.5032581686973572,0.15200236439704895,-0.2216576784849167,0.9999837875366211,0.5151380300521851,0.1638202965259552,-0.026099374517798424,0.9999502897262573,0.4890252649784088,0.15653501451015472,-0.17457440495491028,0.99998939037323,0.5202713012695312,0.19038042426109314,-0.15238896012306213,0.9999784231185913,0.5106968283653259,0.18736417591571808,-0.1958465278148651,0.9999839663505554,0.531613826751709,0.2600657641887665,0.11906591802835464,0.9995554089546204,0.44748178124427795,0.24139221012592316,-0.21658456325531006,0.999911904335022,0.5827473402023315,0.3418221175670624,0.018878381699323654,0.9024032950401306,0.47545307874679565,0.30869123339653015,-0.3161783218383789,0.9851204752922058,0.5618587732315063,0.23435550928115845,-0.21277713775634766,0.9353880882263184,0.49567246437072754,0.21174044907093048,-0.25568217039108276,0.9765551090240479,0.5553383827209473,0.2090619057416916,-0.253863662481308,0.8640456795692444,0.4975740909576416,0.18451903760433197,-0.2751966118812561,0.9524397253990173,0.5502374172210693,0.20553800463676453,-0.23128922283649445,0.8571593165397644,0.49130773544311523,0.1834084391593933,-0.28160592913627625,0.9474821090698242,0.5485984086990356,0.21315032243728638,-0.21281974017620087,0.8344690203666687,0.49339014291763306,0.1930418610572815,-0.25504612922668457,0.9251773357391357,0.5238765478134155,0.5305089354515076,0.10707329213619232,0.9997752904891968,0.46696311235427856,0.5338538885116577,-0.1071939617395401,0.9998944401741028,0.5549754500389099,0.6745232939720154,0.24991372227668762,0.9807643890380859,0.45442086458206177,0.70408034324646,-0.06748994439840317,0.9974813461303711,0.5502771139144897,0.8263483047485352,0.4540031850337982,0.9890674948692322,0.43504244089126587,0.8686208128929138,0.0698213279247284,0.9968239068984985,0.536237895488739,0.8533269762992859,0.46816739439964294,0.9727528095245361,0.4214503765106201,0.8934560418128967,0.07752321660518646,0.9354314208030701,0.6072777509689331,0.8654415011405945,0.3730393052101135,0.9888809323310852,0.471034437417984,0.9250586032867432,-0.07618929445743561,0.993680477142334
Stance,0.5205767750740051,0.17511753737926483,-0.22066041827201843,0.9999881982803345,0.5195576548576355,0.15648433566093445,-0.19294606149196625,0.9999849200248718,0.52093905210495,0.156779482960701,-0.19294139742851257,0.999978244304657,0.5222433805465698,0.15743763744831085,-0.19292539358139038,0.999977171421051,0.5119519829750061,0.15432102978229523,-0.22688813507556915,0.9999856948852539,0.5080190300941467,0.15303181111812592,-0.22688598930835724,0.9999842643737793,0.5039390325546265,0.1519642174243927,-0.22691449522972107,0.999982476234436,0.514823853969574,0.16337132453918457,-0.028462031856179237,0.999944269657135,0.48962026834487915,0.15649501979351044,-0.1826140135526657,0.999988317489624,0.520686686038971,0.1901625096797943,-0.15617693960666656,0.9999755620956421,0.5114920139312744,0.1871599555015564,-0.201309472322464,0.9999821782112122,0.5316200256347656,0.2600913345813751,0.11806424707174301,0.9995427131652832,0.4474795460700989,0.24141022562980652,-0.22613544762134552,0.9999085664749146,0.5827369093894958,0.34248584508895874,0.021296832710504532,0.8970781564712524,0.4778635501861572,0.30884912610054016,-0.3447446823120117,0.9852392673492432,0.5624069571495056,0.23626825213432312,-0.20684278011322021,0.9338180422782898,0.49590739607810974,0.21048015356063843,-0.31646502017974854,0.9768985509872437,0.5561094284057617,0.20984004437923431,-0.24679705500602722,0.861626386642456,0.4975244402885437,0.18325133621692657,-0.3416687846183777,0.9530647397041321,0.5512536764144897,0.20639082789421082,-0.22492635250091553,0.8546899557113647,0.49141979217529297,0.18229402601718903,-0.3467720150947571,0.9481680989265442,0.5494166612625122,0.2139824777841568,-0.2072426974773407,0.8316325545310974,0.49337607622146606,0.19156469404697418,-0.3163987100124359,0.9258795976638794,0.5237072706222534,0.5312528014183044,0.10711966454982758,0.9997710585594177,0.46681612730026245,0.534252941608429,-0.10725635290145874,0.9998924136161804,0.5550826787948608,0.6744174361228943,0.25184062123298645,0.9807574152946472,0.4543300271034241,0.7043198347091675,-0.06485451757907867,0.9974974989891052,0.5503157377243042,0.8261183500289917,0.4619998037815094,0.9892758131027222,0.434654176235199,0.8682392835617065,0.07211397588253021,0.9968582391738892,0.5362758636474609,0.8533082604408264,0.47684913873672485,0.9732761383056641,0.4210638999938965,0.8934324979782104,0.07876254618167877,0.9366939663887024,0.6072381734848022,0.8654804825782776,0.38242095708847046,0.9890732169151306,0.4709208607673645,0.9247623682022095,-0.06923641264438629,0.9937875270843506
Stance,0.5234645009040833,0.17496328055858612,-0.20667485892772675,0.9999852776527405,0.5212381482124329,0.1564711481332779,-0.18057306110858917,0.9999811053276062,0.5220104455947876,0.15668626129627228,-0.18057826161384583,0.9999730587005615,0.5227803587913513,0.15725187957286835,-0.18057450652122498,0.9999720454216003,0.5143116116523743,0.15428631007671356,-0.2153732031583786,0.9999822974205017,0.5102189779281616,0.15299968421459198,-0.2153676450252533,0.9999803304672241,0.5060362219810486,0.1519402116537094,-0.21540506184101105,0.9999783039093018,0.5146483182907104,0.16219882667064667,-0.024660244584083557,0.9999310374259949,0.4913036823272705,0.15623332560062408,-0.18104833364486694,0.9999850392341614,0.5216538310050964,0.1896926611661911,-0.1453874558210373,0.9999697208404541,0.5133550763130188,0.1867903172969818,-0.19142746925354004,0.9999781250953674,0.531936764717102,0.2598080635070801,0.11772332340478897,0.9995154738426208,0.44767671823501587,0.24104617536067963,-0.22370584309101105,0.999902606010437,0.5827549695968628,0.34249499440193176,0.01822582073509693,0.8932802081108093,0.477835476398468,0.3151286840438843,-0.34325405955314636,0.9853633046150208,0.5631789565086365,0.2366466224193573,-0.2072257548570633,0.9311012029647827,0.5032994747161865,0.20956240594387054,-0.3100593388080597,0.9768108129501343,0.5565539002418518,0.2102522850036621,-0.24765446782112122,0.856781005859375,0.501803457736969,0.18305166065692902,-0.3344140648841858,0.9526819586753845,0.5514379739761353,0.20678161084651947,-0.2261761724948883,0.8496145009994507,0.5036188364028931,0.17887553572654724,-0.3382331132888794,0.9476901292800903,0.5496903657913208,0.214168980717659,-0.20821790397167206,0.8261764645576477,0.4947606921195984,0.1905840039253235,-0.3092515766620636,0.9248936176300049,0.5240181684494019,0.5307433605194092,0.10671734809875488,0.9997528195381165,0.4669105112552643,0.5331920981407166,-0.10685368627309799,0.9998846650123596,0.5560756921768188,0.6728231310844421,0.24526531994342804,0.9804721474647522,0.45490700006484985,0.7030724883079529,-0.0658651664853096,0.9974822402000427,0.5506539344787598,0.8252979516983032,0.45301467180252075,0.9892638921737671,0.4347487986087799,0.8677051663398743,0.06280915439128876,0.9968471527099609,0.5367203950881958,0.8525663614273071,0.4675336480140686,0.9732731580734253,0.42107027769088745,0.8932153582572937,0.06827434152364731,0.937582790851593,0.6071940064430237,0.8654888868331909,0.3706773817539215,0.9889975190162659,0.47096148133277893,0.9247146844863892,-0.07568646967411041,0.9937989711761475
Stance,0.5296408534049988,0.17416474223136902,-0.21807746589183807,0.9999842643737793,0.5272513031959534,0.15626806020736694,-0.1918226182460785,0.9999800324440002,0.5280920267105103,0.15645983815193176,-0.19182458519935608,0.9999716877937317,0.5288194417953491,0.15699031949043274,-0.19180676341056824,0.9999704360961914,0.5195749998092651,0.15411639213562012,-0.2253955602645874,0.9999812245368958,0.5151267051696777,0.15287061035633087,-0.22539734840393066,0.9999791383743286,0.510394811630249,0.1518750786781311,-0.22543945908546448,0.9999771118164062,0.5201039910316467,0.16208472847938538,-0.032554104924201965,0.9999262094497681,0.4954490661621094,0.15627793967723846,-0.18415725231170654,0.9999842047691345,0.5277862548828125,0.18924401700496674,-0.1554998904466629,0.999967634677887,0.5187674760818481,0.18648666143417358,-0.19995978474617004,0.9999769330024719,0.5369354486465454,0.25973793864250183,0.11222781985998154,0.9995131492614746,0.45220717787742615,0.24100416898727417,-0.2243259847164154,0.9999004602432251,0.5871296525001526,0.3420691192150116,0.0021903389133512974,0.8895410895347595,0.48021531105041504,0.31354236602783203,-0.32292479276657104,0.9850719571113586,0.5637742877006531,0.2365914285182953,-0.24317416548728943,0.928702712059021,0.5107661485671997,0.210056871175766,-0.25257453322410583,0.975064754486084,0.5571249723434448,0.20979291200637817,-0.28745800256729126,0.8532404899597168,0.5089806318283081,0.18348021805286407,-0.27159175276756287,0.949276864528656,0.5521219372749329,0.20562610030174255,-0.26587429642677307,0.8459176421165466,0.5059378743171692,0.18091830611228943,-0.2761257290840149,0.9439330101013184,0.5506414175033569,0.21349629759788513,-0.24443784356117249,0.8219865560531616,0.5023967027664185,0.1921926587820053,-0.2509630620479584,0.9199813008308411,0.5252985954284668,0.5306513905525208,0.10642196983098984,0.9997445940971375,0.4693513512611389,0.5331471562385559,-0.10655971616506577,0.9998819828033447,0.557003915309906,0.6724408268928528,0.2574223279953003,0.9801489114761353,0.4559968113899231,0.7030094265937805,-0.06699008494615555,0.9975065588951111,0.5506376028060913,0.8238663077354431,0.47314873337745667,0.9893404841423035,0.4347773492336273,0.867287278175354,0.05344892665743828,0.9968702793121338,0.5367146730422974,0.8510525822639465,0.4885030686855316,0.9734556078910828,0.42095747590065,0.8930953145027161,0.05800570920109749,0.9381011724472046,0.6069691777229309,0.8654415011405945,0.39277422428131104,0.989082396030426,0.471256822347641,0.9246127009391785,-0.08987602591514587,0.9938528537750244
Stance,0.5332799553871155,0.17399629950523376,-0.2221766710281372,0.9999831914901733,0.531244695186615,0.15623706579208374,-0.1961490511894226,0.99997878074646,0.5323984026908875,0.15643750131130219,-0.1961568295955658,0.9999700784683228,0.5334343314170837,0.1569749414920807,-0.19613754749298096,0.9999685287475586,0.5231374502182007,0.15408948063850403,-0.22935359179973602,0.9999799728393555,0.5186171531677246,0.15284369885921478,-0.22935862839221954,0.9999777674674988,0.5137605667114258,0.1518762856721878,-0.22938843071460724,0.9999757409095764,0.5252772569656372,0.16238322854042053,-0.03713193163275719,0.9999204874038696,0.4986650347709656,0.15648344159126282,-0.18671473860740662,0.9999831318855286,0.5324913859367371,0.18926040828227997,-0.15960343182086945,0.9999650716781616,0.522614598274231,0.18663519620895386,-0.20336754620075226,0.999975323677063,0.5421587228775024,0.25957828760147095,0.1059524267911911,0.9995136857032776,0.45581406354904175,0.24279716610908508,-0.2236911803483963,0.9998990893363953,0.5897643566131592,0.34304866194725037,-0.006428862921893597,0.8833910822868347,0.48965829610824585,0.3218784034252167,-0.3056637644767761,0.984667181968689,0.565768301486969,0.23915693163871765,-0.25940224528312683,0.9254810810089111,0.5125080347061157,0.21926309168338776,-0.23600399494171143,0.9740768671035767,0.5588471293449402,0.21010975539684296,-0.3052508234977722,0.84892338514328,0.5118395686149597,0.18982268869876862,-0.25467395782470703,0.9475370645523071,0.5545248985290527,0.20585530996322632,-0.28376269340515137,0.8413657546043396,0.5054488778114319,0.18620191514492035,-0.26287588477134705,0.9421146512031555,0.5530632138252258,0.21402639150619507,-0.26102250814437866,0.8172722458839417,0.5047429800033569,0.19691388309001923,-0.2359805852174759,0.9175896048545837,0.5282160639762878,0.530306875705719,0.10481826215982437,0.9997383952140808,0.4718325138092041,0.5330292582511902,-0.10493817180395126,0.9998793005943298,0.5593810081481934,0.6723222732543945,0.25722333788871765,0.9797085523605347,0.4602598547935486,0.7029052376747131,-0.07851450145244598,0.9974656105041504,0.5511066317558289,0.8230978846549988,0.4719937741756439,0.9892606139183044,0.4351716935634613,0.8672317266464233,0.032389916479587555,0.9967666864395142,0.5368407964706421,0.8501376509666443,0.4871094822883606,0.972880482673645,0.42115989327430725,0.8929515480995178,0.03632181137800217,0.9371331334114075,0.6069614291191101,0.8655068278312683,0.3913719356060028,0.9889829754829407,0.47161388397216797,0.9246070981025696,-0.113730289041996,0.9937604665756226
